epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,281.387,0.99925,0.93869,1.1589,0.7106,0.67954,0.67315,0.45751,1.18277,1.18712,1.16615,0.00106437,0.00106437,0.00106437
14,302.848,0.97958,0.92859,1.15413,0.70047,0.75612,0.71904,0.4973,1.15932,1.07693,1.15238,0.00104891,0.00104891,0.00104891
15,324.287,0.98562,0.91822,1.16447,0.66278,0.68489,0.67718,0.4716,1.12232,1.10182,1.14208,0.00103344,0.00103344,0.00103344
16,345.829,0.96364,0.89249,1.14386,0.65124,0.72563,0.6636,0.45058,1.22557,1.10172,1.15853,0.00101797,0.00101797,0.00101797
17,367.215,0.95923,0.86667,1.13759,0.68965,0.72084,0.67389,0.43498,1.24138,1.15513,1.16711,0.0010025,0.0010025,0.0010025
18,388.504,0.95063,0.86884,1.13483,0.68098,0.78642,0.7085,0.49959,1.09029,1.08935,1.12167,0.000987031,0.000987031,0.000987031
19,409.833,0.94521,0.86167,1.13778,0.67778,0.76336,0.69595,0.48103,1.14034,1.12005,1.15372,0.000971562,0.000971562,0.000971562
20,431.369,0.94644,0.86564,1.13642,0.69885,0.72238,0.70212,0.48251,1.21019,1.13482,1.14004,0.000956094,0.000956094,0.000956094
21,452.641,0.92294,0.82391,1.1205,0.72094,0.73678,0.70846,0.49037,1.10502,1.0849,1.11774,0.000940625,0.000940625,0.000940625
22,474.05,0.92858,0.81688,1.12448,0.71971,0.71593,0.70997,0.48603,1.13457,1.04822,1.12693,0.000925156,0.000925156,0.000925156
23,495.4,0.91769,0.83448,1.12339,0.69476,0.75046,0.68588,0.47909,1.11905,1.10046,1.12686,0.000909688,0.000909688,0.000909688
24,516.877,0.91938,0.81054,1.12213,0.69174,0.72101,0.6779,0.46307,1.19244,1.07842,1.14839,0.000894219,0.000894219,0.000894219
25,538.256,0.90632,0.80803,1.11499,0.71104,0.71038,0.69023,0.49735,1.07642,1.06639,1.12068,0.00087875,0.00087875,0.00087875
26,559.926,0.90289,0.78729,1.11013,0.72036,0.66177,0.70361,0.47777,1.15305,1.08146,1.14785,0.000863281,0.000863281,0.000863281
27,581.193,0.88092,0.75931,1.10038,0.71912,0.73079,0.71093,0.50936,1.07388,1.05922,1.1097,0.000847813,0.000847813,0.000847813
28,602.604,0.89432,0.7761,1.1003,0.76055,0.71625,0.70004,0.50601,1.07188,1.04553,1.10006,0.000832344,0.000832344,0.000832344
29,623.888,0.87966,0.74433,1.09284,0.7208,0.76004,0.70294,0.49674,1.10615,1.06778,1.12473,0.000816875,0.000816875,0.000816875
30,645.287,0.86986,0.74982,1.09478,0.73207,0.76184,0.71608,0.49109,1.15848,1.03419,1.13851,0.000801406,0.000801406,0.000801406
31,666.664,0.86824,0.7335,1.09696,0.697,0.72645,0.71011,0.49774,1.11568,1.07862,1.12457,0.000785938,0.000785938,0.000785938
32,688.158,0.8635,0.74121,1.09244,0.68624,0.76314,0.72184,0.49003,1.19429,1.05285,1.14941,0.000770469,0.000770469,0.000770469
33,709.545,0.84518,0.73399,1.08856,0.68085,0.73899,0.70545,0.4677,1.19904,1.06906,1.15015,0.000755,0.000755,0.000755
34,731.046,0.86442,0.72176,1.09041,0.69087,0.75142,0.71564,0.51394,1.10048,1.05175,1.11651,0.000739531,0.000739531,0.000739531
35,752.479,0.85616,0.738,1.08969,0.67549,0.74056,0.70148,0.48569,1.1736,1.10287,1.14261,0.000724062,0.000724062,0.000724062
36,774.122,0.84032,0.70294,1.07998,0.71839,0.73421,0.71061,0.48543,1.17216,1.06231,1.14733,0.000708594,0.000708594,0.000708594
37,795.58,0.85179,0.7125,1.08235,0.70666,0.71124,0.6885,0.49435,1.06436,1.10159,1.09986,0.000693125,0.000693125,0.000693125
38,816.983,0.83574,0.70902,1.07947,0.69041,0.74629,0.70575,0.52137,1.02794,1.02083,1.08238,0.000677656,0.000677656,0.000677656
39,838.405,0.83157,0.68707,1.08179,0.74694,0.69336,0.69329,0.48945,1.12193,1.11647,1.1339,0.000662188,0.000662188,0.000662188
40,859.886,0.82984,0.72739,1.07514,0.75854,0.71789,0.71282,0.4948,1.11918,1.09393,1.12944,0.000646719,0.000646719,0.000646719
41,881.355,0.81581,0.68393,1.07643,0.72538,0.68257,0.68216,0.48618,1.09146,1.10958,1.11777,0.00063125,0.00063125,0.00063125
42,902.758,0.81861,0.6862,1.07279,0.69537,0.74122,0.71741,0.52786,1.00523,1.00876,1.07296,0.000615781,0.000615781,0.000615781
43,924.274,0.79109,0.6571,1.05559,0.73773,0.70102,0.70701,0.51736,1.02762,1.06603,1.08939,0.000600313,0.000600313,0.000600313
44,945.582,0.80025,0.66439,1.06582,0.73173,0.71528,0.71851,0.50868,1.08041,1.0521,1.11177,0.000584844,0.000584844,0.000584844
45,967.126,0.80218,0.65514,1.0593,0.72227,0.70445,0.70241,0.51138,1.04571,1.03293,1.10218,0.000569375,0.000569375,0.000569375
46,988.513,0.79875,0.65821,1.05855,0.6825,0.76594,0.72611,0.51698,1.09375,1.01523,1.12052,0.000553906,0.000553906,0.000553906
47,1009.96,0.79026,0.65123,1.05759,0.75234,0.71167,0.71186,0.52967,1.01725,1.01152,1.0977,0.000538438,0.000538438,0.000538438
48,1031.51,0.79026,0.64003,1.05713,0.72685,0.7371,0.71874,0.52924,1.01256,1.02287,1.07936,0.000522969,0.000522969,0.000522969
49,1052.79,0.7831,0.64093,1.05019,0.71387,0.77088,0.72311,0.51348,1.07629,1.01984,1.10416,0.0005075,0.0005075,0.0005075
50,1074.03,0.77411,0.62381,1.05067,0.70801,0.73088,0.71079,0.51805,1.05443,1.05879,1.11676,0.000492031,0.000492031,0.000492031
51,1095.4,0.78456,0.6293,1.04899,0.6867,0.76065,0.70408,0.51914,1.05695,0.99872,1.11284,0.000476562,0.000476562,0.000476562
52,1116.78,0.77049,0.61518,1.04719,0.74452,0.72181,0.71683,0.49861,1.11803,1.05628,1.11775,0.000461094,0.000461094,0.000461094
53,1138.3,0.76147,0.60883,1.04554,0.75048,0.69342,0.71632,0.50843,1.09245,1.03514,1.11972,0.000445625,0.000445625,0.000445625
54,1159.76,0.76508,0.62075,1.04588,0.74393,0.68168,0.70415,0.50918,1.04837,1.00569,1.10419,0.000430156,0.000430156,0.000430156
55,1181.3,0.75612,0.6008,1.04276,0.73707,0.69121,0.70126,0.51264,1.0558,1.04846,1.11752,0.000414688,0.000414688,0.000414688
56,1202.81,0.75216,0.60225,1.0434,0.72471,0.72572,0.69952,0.52098,1.02615,1.02928,1.0968,0.000399219,0.000399219,0.000399219
57,1224.25,0.74577,0.60264,1.04545,0.72302,0.72304,0.69802,0.51949,0.99749,1.03427,1.07942,0.00038375,0.00038375,0.00038375
58,1245.72,0.7543,0.61255,1.0379,0.71937,0.7154,0.69014,0.50969,1.02117,1.09007,1.09298,0.000368281,0.000368281,0.000368281
59,1267.19,0.73917,0.58518,1.03372,0.735,0.71016,0.70234,0.51223,1.02759,1.06341,1.09125,0.000352812,0.000352812,0.000352812
60,1288.66,0.74446,0.59246,1.03602,0.73387,0.71962,0.71039,0.51116,1.06765,1.04345,1.10092,0.000337344,0.000337344,0.000337344
61,1310.09,0.73427,0.57887,1.03229,0.72786,0.70744,0.68959,0.50595,1.02517,1.08874,1.08548,0.000321875,0.000321875,0.000321875
62,1331.41,0.7229,0.5785,1.02482,0.74355,0.71254,0.71032,0.51948,1.04702,1.0381,1.09294,0.000306406,0.000306406,0.000306406
63,1352.84,0.72438,0.5763,1.02816,0.74629,0.71785,0.72108,0.52423,0.99719,1.03124,1.08006,0.000290937,0.000290937,0.000290937
64,1374.35,0.71556,0.56232,1.02233,0.75453,0.71523,0.70557,0.51049,1.04611,1.07904,1.11381,0.000275469,0.000275469,0.000275469
65,1395.58,0.71712,0.57035,1.02436,0.7649,0.68549,0.70758,0.51816,1.03067,1.11145,1.10389,0.00026,0.00026,0.00026
66,1416.83,0.72079,0.56937,1.0328,0.7305,0.70542,0.70894,0.51776,1.01474,1.0804,1.0889,0.000244531,0.000244531,0.000244531
67,1438.07,0.71356,0.55852,1.02055,0.71132,0.7283,0.69943,0.51787,1.00883,1.07252,1.09749,0.000229063,0.000229063,0.000229063
68,1459.49,0.70835,0.55229,1.0148,0.7397,0.72279,0.71486,0.51693,1.01352,1.05182,1.09099,0.000213594,0.000213594,0.000213594
69,1480.79,0.70913,0.55732,1.02362,0.72208,0.71907,0.70195,0.52393,0.99981,1.06265,1.08755,0.000198125,0.000198125,0.000198125
70,1502.05,0.69848,0.54435,1.0148,0.74027,0.6987,0.69649,0.5138,1.00654,1.05635,1.09464,0.000182656,0.000182656,0.000182656
71,1524.28,0.63554,0.43005,0.95987,0.74889,0.69793,0.68289,0.50829,1.00651,1.07,1.08442,0.000167188,0.000167188,0.000167188
72,1545.67,0.6391,0.43067,0.96684,0.73669,0.72889,0.70175,0.51059,1.05023,1.03968,1.0911,0.000151719,0.000151719,0.000151719
73,1567.11,0.62466,0.41527,0.95128,0.72249,0.72585,0.69423,0.51606,1.0205,1.02722,1.08867,0.00013625,0.00013625,0.00013625
74,1588.3,0.63435,0.41063,0.96332,0.72593,0.7401,0.6945,0.50637,1.05611,1.05337,1.09231,0.000120781,0.000120781,0.000120781
75,1609.58,0.61034,0.39939,0.94636,0.74708,0.72642,0.69695,0.52583,0.98743,1.03018,1.08973,0.000105312,0.000105312,0.000105312
76,1631.01,0.61016,0.39602,0.94739,0.75816,0.71661,0.6979,0.52039,1.00523,1.0267,1.08809,8.98437e-05,8.98437e-05,8.98437e-05
77,1652.28,0.60531,0.39468,0.94234,0.73088,0.7079,0.70127,0.5159,1.01933,1.04421,1.09802,7.4375e-05,7.4375e-05,7.4375e-05
78,1673.51,0.58512,0.42597,0.94065,0.7314,0.71828,0.70141,0.51737,1.01363,1.03947,1.08958,5.89062e-05,5.89062e-05,5.89062e-05
